"Sample1"	"Sample2"	"Sample3"	"Sample4"	"Sample5"	"Sample6"	"Sample7"	"Sample8"	"Sample9"	"Sample10"
3.61084819178715	1.13993990804698	0.0174694384270134	-1.10498887626595	1.8094995022331	3.11186991250492	2.84082826797607	0.558094560056608	3.76076012366884	0.148194499204828
2.40498799301117	2.05529312629224	2.81932726397398	-0.350220983871822	1.35453533813011	2.76725751549548	2.19272720981823	0.176053951869985	2.07256765006693	2.93863278912977
0.827630437726212	-0.416792772391191	-1.01892637307272	-2.10170274674823	0.333810963606011	0.883988890935484	1.59604587761054	-2.18556013393923	-1.02268988580501	-3.8075762793572
4.32443062460878	1.7353533147018	3.53516777180311	0.970252080011575	2.06910274223292	4.14857987377408	3.76667032463951	1.46346505576103	2.68365508998446	1.54058056784546
3.42663186210843	-2.45587617342885	-1.6833207988444	-2.01778013232338	0.270797871440774	1.93562890185974	1.88898510555062	-1.61852882010252	0.209882683143825	-1.98197747765232
2.40555551377993	1.61977227728903	2.77999626187201	0.833980781605577	0.639388223566867	2.42393369631622	1.7640667188444	0.845389486280995	2.09267259800089	-0.717779969012384
3.30460075829329	-0.0841992876116029	-0.10211445595462	-2.48970273183565	1.81957910973409	3.21639065246788	2.72667428589589	-0.645462984869721	1.33410344162871	1.11143929211063
4.2705491346115	1.78161153870667	0.211730855309998	-1.26706965400959	3.52234471813028	4.150644805561	4.57499005541908	0.970483976596774	5.02674657373047	2.23259892533125
-3.59095919518231	-2.29427970625791	-0.414341723584309	-1.78704486573263	-0.985648368087906	-4.02354775338436	-2.47224093691122	-0.0354960992881727	-2.64024061052732	1.35351817182616
2.76573413680311	2.01788406001761	3.61228648010218	-0.415053057640873	2.52714856452383	2.39582881131261	2.23122346346126	-0.287133615383167	2.08837873587876	1.1678346508758
2.41939526897491	2.5438270167294	3.40702661092327	-0.392399299165354	1.41914816928089	2.64532474193891	2.22662465939966	-0.979380195944445	1.24412791880239	-2.08355777319141
-2.84633270248997	-2.8412516970888	1.20323457868183	-1.62156773227428	-0.544093209167186	-3.42881381397555	-1.9180709729633	-0.837413255915291	-2.05202687207418	-2.69584577873839
2.25164967882919	1.13792379190613	1.29278675071689	-0.201889337827877	0.555894510052616	2.64798357553983	1.88997223135693	-0.569617942612108	1.80268489494231	-0.00465907019669098
3.85447550001507	0.424588987881656	-2.19045036602875	-2.0484850467267	2.74101734752628	1.6884444189269	2.20921880648207	-2.79460536581395	1.60540988934143	-2.85870774309754
3.26980603983124	2.76957130126831	2.59533403993831	1.63890961308504	3.40641543892561	3.33709753788758	2.78284915450312	1.05684563193363	2.05429265857836	3.06802183221073
3.16881097126495	-0.70332991355894	-1.15325812712591	-2.06364802069855	2.02381837193024	3.00098513792675	3.13452348450035	-1.52555791312335	1.23205497503017	-0.163663007486191
-2.33847633629697	-2.39655100197192	-1.08633064812345	-2.03569073683943	-0.439071679324829	-2.75789612609711	-1.5373773542879	-0.468274132981066	-1.7127220738522	-2.2508128338451
2.19676650946442	0.294139906499013	0.107886183824461	-0.809914063323666	0.795196501670316	1.63036369480926	2.39925142244922	-1.07101376258197	1.38439513029114	1.40541883912977
1.88295506661722	-0.17243971730663	1.85733994065356	-1.06686205510737	0.580358777117291	1.70283730946763	1.74800291465487	0.752991239256702	0.84537312861334	0.374908671585323
2.45770039275845	2.92644399853786	2.78542827831271	1.37650976761969	1.90274251578778	2.31889218464119	1.82454049136935	2.44279192032628	1.4159395742958	2.83139565096015
-3.80492636625149	-2.35196199983479	-0.0694887562368295	-2.79468537408242	-3.19491271950316	-3.74119652045057	-3.5713607296867	-0.508606391158913	-1.96653417904059	0.239885052771559
